Columbus Instruments Device Interface Version 1.5
Started On:,09/26/16 21:38:09

[Experiment Setup Info]
Program Path:,C:\Program Files\CI Multi-Device Interface
Data Path:,C:\Program Files\CI Multi-Device Interface\Data
Experiment File Name:,C:\Program Files\CI Multi-Device Interface\data\maddi9.26.16.csv
Session Interval:,01:00:00
Experiment Duration:,0
Staggered Start Enable:,False
[Channel Setup Info]
Cage 1,Cage1
Cage 2,
Cage 3,
[End Channel Setup Info]
[Experiment Comments]

[Experiment Comments End]
[Experiment Data]
Int,Cage,Time,Wheel (counts),Wheel Accum (counts),
336,3,10/10/16 21:38:13,1740,171193,
337,1,10/10/16 22:38:13,0,0,
337,2,10/10/16 22:38:13,0,39392,
337,3,10/10/16 22:38:13,2430,173623,
338,1,10/10/16 23:38:13,0,0,
338,2,10/10/16 23:38:13,0,39392,
338,3,10/10/16 23:38:13,1724,175347,
339,1,10/11/16 00:38:13,2,2,
339,2,10/11/16 00:38:13,0,39392,
339,3,10/11/16 00:38:13,1778,177125,
340,1,10/11/16 01:38:13,8,10,
340,2,10/11/16 01:38:13,0,39392,
340,3,10/11/16 01:38:13,1327,178452,
341,1,10/11/16 02:38:13,0,10,
341,2,10/11/16 02:38:13,0,39392,
341,3,10/11/16 02:38:13,82,178534,
342,1,10/11/16 03:38:13,0,10,
342,2,10/11/16 03:38:13,0,39392,
342,3,10/11/16 03:38:13,2282,180816,
343,1,10/11/16 04:38:13,0,10,
343,2,10/11/16 04:38:13,0,39392,
343,3,10/11/16 04:38:13,291,181107,
344,1,10/11/16 05:38:13,0,10,
344,2,10/11/16 05:38:13,0,39392,
344,3,10/11/16 05:38:13,667,181774,
345,1,10/11/16 06:38:13,0,10,
345,2,10/11/16 06:38:13,0,39392,
345,3,10/11/16 06:38:13,1443,183217,
346,1,10/11/16 07:38:13,5,15,
346,2,10/11/16 07:38:13,0,39392,
346,3,10/11/16 07:38:13,914,184131,
347,1,10/11/16 08:38:13,0,15,
347,2,10/11/16 08:38:13,0,39392,
347,3,10/11/16 08:38:13,227,184358,
348,1,10/11/16 09:38:13,0,15,
348,2,10/11/16 09:38:13,0,39392,
348,3,10/11/16 09:38:13,0,184358,
